Company,Sector,Country,Region,Indicator,KPI,Unit,2023,2022,2021,2020
Kotak Mahindra Bank,Financial Services,India,Asia,Employment equity,Senior management- >50 years,Number,110
Kotak Mahindra Bank,Financial Services,India,Asia,Employment equity,Middle management- <30 years,Number,127
Kotak Mahindra Bank,Financial Services,India,Asia,Employment equity,Middle management- 30 - 50 years,Number,6275
Kotak Mahindra Bank,Financial Services,India,Asia,Employment equity,Middle management- >50 years,Number,257
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Junior employees- <30 years,Number,25796
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Junior employees- 30 - 50 years,Number,21719
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Junior employees- >50 years,Number,38
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Fixed-term contractual employees- <30 years,Number,12233
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Fixed-term contractual employees- 30 - 50 years,Number,5095
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Fixed-term contractual employees- >50 years,Number,38
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Other employees- <30 years,Number,24
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Other employees- 30 - 50 years,Number,404
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Other employees- >50 years,Number,1100
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Part-time employees- <30 years,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Part-time employees- 30 - 50 years,Number,1
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Part-time employees- >50 years,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Total full-time employees- <30 years,Number,38180
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Total full-time employees- 30 - 50 years,Number,33 697
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Total full-time employees- >50 years,Number,1604
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Senior management- Male,Number,23
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Senior management- Female,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Middle management- Male,Number,1319
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Middle management- Female,Number,301
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Junior management- Male,Number,21837
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Junior management- Female,Number,8201
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Fixed-term contractual employees- Male,Number,10423
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Fixed-term contractual employees- Female,Number,4602
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Other employees- Male,Number,5
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Other employees- Female,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Part-time employees- Male,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Part-time employees- Female,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Total employees- Male,Number,33 607
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by gender:Total employees- Female,Number,13104
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Senior Management- <30 years,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Senior Management- 30 - 50 years,Number,21
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Senior Management- >50 years,Number,2
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Middle Management- <30 years,Number,73
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Middle Management- 30 - 50 years,Number,1538
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Middle Management- >50 years,Number,9
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Junior employees- <30 years,Number,20089
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Junior employees- 30 - 50 years,Number,9947
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Junior employees- >50 years,Number,2
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Fixed-term contractual employees- <30 years,Number,11916
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Fixed-term contractual employees- 30 - 50 years,Number,3105
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Fixed-term contractual employees- >50 years,Number,4
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Other employees- <30 years,Number,2
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Other employees- 30 - 50 years,Number,3
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Other employees- >50 years,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Part-time employees- <30 years,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Part-time employees- 30 - 50 years,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Part-time employees- >50 years,Number,0
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Total employees- <30 years,Number,32080
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Total employees- 30 - 50 years,Number,14614
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,New Joinees by age:Total employees- >50 years,Number,17
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Turnover Rate: Permanent Employees- <30 years,%,58.2
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Turnover Rate: Permanent Employees- 30 - 50 years,%,36.6
Kotak Mahindra Bank,Financial Services,India,Asia,Employees,Turnover Rate: Permanent Employees- >30 years,%,13.8
Larsen & Toubro,Industrials,India,Asia,Employees,Number of employees,Number,55000
Larsen & Toubro,Industrials,India,Asia,Employees,Number of workers,Number,277000
Larsen & Toubro,Industrials,India,Asia,Employees,Female <30yrs,Number,2082
Larsen & Toubro,Industrials,India,Asia,Employees,Female 30 - 50yrs,Number,1498
Larsen & Toubro,Industrials,India,Asia,Employees,Female >50yrs,Number,183
Larsen & Toubro,Industrials,India,Asia,Employees,Female Total,Number,3763
Larsen & Toubro,Industrials,India,Asia,Employees,Male <30yrs,Number,14485
Larsen & Toubro,Industrials,India,Asia,Employees,Male 30 - 50yrs,Number,31805
Larsen & Toubro,Industrials,India,Asia,Employees,Male >50yrs,Number,5149
Larsen & Toubro,Industrials,India,Asia,Employees,Male Total,Number,51439
Larsen & Toubro,Industrials,India,Asia,Employees,Total <30yrs,Number,16567
Larsen & Toubro,Industrials,India,Asia,Employees,Total 30 - 50yrs,Number,33303
Larsen & Toubro,Industrials,India,Asia,Employees,Total >50yrs,Number,5332
Larsen & Toubro,Industrials,India,Asia,Employees,Total,Number,55202
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Female <30yrs,Number,1515
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Female 30 - 50yrs,Number,390
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Female >50yrs,Number,14
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Female Total,Number,1919
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Male <30yrs,Number,7270
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Male 30 - 50yrs,Number,5554
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Male >50yrs,Number,332
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Male Total,Number,13156
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Total <30yrs,Number,8785
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Total 30 - 50yrs,Number,5944
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Total >50yrs,Number,346
Larsen & Toubro,Industrials,India,Asia,Employees,New Joinees:Total,Number,15075
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Female <30yrs,Number,431
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Female 30 - 50yrs,Number,2224
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Female >50yrs,Number,9
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Female Total,Number,2664
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Male <30yrs,Number,323
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Male 30 - 50yrs,Number,4056
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Male >50yrs,Number,335
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Male Total,Number,4714
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Total <30yrs,Number,754
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Total 30 - 50yrs,Number,6280
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Total >50yrs,Number,344
Larsen & Toubro,Industrials,India,Asia,Employees,Attrition:Total,Number,7378
Larsen & Toubro,Industrials,India,Asia,Employees,"L&T Group has been certified as a Great Place to Work and Employees participated across businesses, grades and locations",Number,42000
Larsen & Toubro,Industrials,India,Asia,Training and development,"Individuals trained in skills needed for becoming electrician, machinist, welder, wireman and electronics mechanic",Number,1654
LTIMindtree,Technology,India,Asia,Employees,Number of employees,Number,250000
LTIMindtree,Technology,India,Asia,Employees,Level Based Development program beneficiaries,Number,2602
LTIMindtree,Technology,India,Asia,Employees,Level Based Development program employees certified,Number,1000
LTIMindtree,Technology,India,Asia,Employees,Level Based Development program learning hours recorded,Number,38000
LTIMindtree,Technology,India,Asia,Employees,Shoshin School beneficiaries,Number,80000
LTIMindtree,Technology,India,Asia,Employees,Shoshin School learning hours,Million Hours,5.1
LTIMindtree,Technology,India,Asia,Employees,Employees who have suffered high consequence work-related injury/ ill-health/ fatalities,Number,0
Mahindra & Mahindra,Consumer Cyclical,India,Asia,Employees,Number of employees,Number,260000
Mahindra & Mahindra,Consumer Cyclical,India,Asia,Training and development,Duration of training in 'Tractor Mechanic - NSQF Aligned',Hours,220
Mahindra & Mahindra,Consumer Cyclical,India,Asia,Employees,Part-time working options,Hours a week,27
Mahindra & Mahindra,Consumer Cyclical,India,Asia,Employees,Male employees paternity leave,Days,5
Mahindra & Mahindra,Consumer Cyclical,India,Asia,Employees,Number of volunteering employees,Number,55873
Mahindra & Mahindra,Consumer Cyclical,India,Asia,Employees,Number of hours volunteering,Hours,453884.50
Mahindra & Mahindra,Consumer Cyclical,India,Asia,Employees,Employees participating in the MEP - Managerial Excellence Programme,Number,121
Maruti Suzuki,Consumer Cyclical,India,Asia,Training and development,Number of dealer sales personnel trained,Number,49127
Maruti Suzuki,Consumer Cyclical,India,Asia,Training and development,Number of service personnel of business partners trained,Number,64378
Maruti Suzuki,Consumer Cyclical,India,Asia,Training and development,Training facilities setup for improving the capability of suppliers' workforce (T-1 Suppliers),Number,400
Maruti Suzuki,Consumer Cyclical,India,Asia,Training and development,Training facilities setup for improving the capability of suppliers' workforce (T-2 Suppliers),Number,975
Maruti Suzuki,Consumer Cyclical,India,Asia,Community,CSR spend,₹ Million,632
Maruti Suzuki,Consumer Cyclical,India,Asia,Training and development,Road safety (No. of drivers trained),Number,376319
Maruti Suzuki,Consumer Cyclical,India,Asia,Customers,Company has digitalised customer interaction points while buying a car (out of 26),Points,24
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Employee benefit expenses,₹ Million,46051
Maruti Suzuki,Consumer Cyclical,India,Asia,Health and safety,Number of suggestions provided by workforce to improve occupational safety,Number,171866
Maruti Suzuki,Consumer Cyclical,India,Asia,Safety,Number of near-miss incidents reported,Number,1137
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,"Employees and their families (spouses, children and dependent parents) availed the Company's non-occupational health scheme",Number,8400
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Free medical consultations availed by employees and their families,Number,16000
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Employees and their spouses availed the Company's periodic health check-up scheme,Number,12400
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,"Superannuated employees, including their spouses were benefitted from post-retirement medical benefit scheme",Number,833
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,"Employees booked flats through the company's Housing Scheme in Dharuhera, Haryana",Number,357
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Employees benefitted by availing the Company's low-interest funding for buying houses,Number,2556
Maruti Suzuki,Consumer Cyclical,India,Asia,Education,Employee children received rewards towards their achievement in academics and sports,Number,6492
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Employees participated in the Intrapreneurship Challenge,Number,600
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Number of employees,Number,38299
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Number of employees - Regular,Number,16875
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Number of employees - Non-regular,Number,21424
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Number of employees - Differently abled,Number,19
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Top and senior management - <30 years Male,Number,0
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Top and senior management - <30 years Female,Number,0
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Top and senior management - 30 - 50 years Male,Number,125
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Top and senior management - 30 - 50 years Female,Number,3
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Top and senior management - >50 years Male,Number,114
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Top and senior management - >50 years Female,Number,2
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Top and senior management - Total,Number,244
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Mid management - <30 years Male,Number,3
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Mid management - <30 years Female,Number,0
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Mid management - 30 - 50 years Male,Number,346
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Mid management - 30 - 50 years Female,Number,5
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Mid management - >50 years Male,Number,68
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Mid management - >50 years Female,Number,3
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Mid management - Total,Number,425
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Junior management- <30 years Male,Number,1930
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Junior management- <30 years Female,Number,191
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Junior management- 30 - 50 years Male,Number,4346
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Junior management- 30 - 50 years Female,Number,261
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Junior management- >50 years Male,Number,217
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Junior management- >50 years Female,Number,5
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Junior management- Total,Number,6950
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Supervisors - <30 years Male,Number,1877
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Supervisors - <30 years Female,Number,106
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Supervisors - 30 - 50 years Male,Number,1210
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Supervisors - 30 - 50 years Female,Number,28
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Supervisors - >50 years Male,Number,363
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Supervisors - >50 years Female,Number,1
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Supervisors - Total,Number,3585
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Associates - <30 years Male,Number,143
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Associates - <30 years Female,Number,0
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Associates - 30 - 50 years Male,Number,5073
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Associates - 30 - 50 years Female,Number,2
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Associates - >50 years Male,Number,444
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Associates - >50 years Female,Number,9
Maruti Suzuki,Consumer Cyclical,India,Asia,Employment equity,Associates - Total,Number,5671
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Non-Apprentices,Number,3242
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Non-Temporary workers,Number,5720
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Non-Student trainees,Number,3708
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Non-Outsourced employees,Number,8754
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Recruited regular employees,Number,1444
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Employees separated from the Company,Number,827
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Employee turnover rate,%,4.9
Maruti Suzuki,Consumer Cyclical,India,Asia,Training and development,Training Hours by Regular Employees,Hours,486137
Maruti Suzuki,Consumer Cyclical,India,Asia,Training and development,Training Hours by Non-Regular Employees,Hours,511830
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,Employees participating in Energy Week activities,Number,2500
Maruti Suzuki,Consumer Cyclical,India,Asia,Training and development,"Employees trained during the year on various facets of safety, such as fire safety, electrical safety, safety in office spaces, emergency preparedness, and first aid among others",Number,10000
Maruti Suzuki,Consumer Cyclical,India,Asia,Health and safety,Wellness sessions,Number,22
Maruti Suzuki,Consumer Cyclical,India,Asia,Health and safety,Employees attending Wellness sessions,Number,6333
Maruti Suzuki,Consumer Cyclical,India,Asia,Safety,Number of employees having suffered high consequence work related injury / ill-health / fatalities,Number,0
Maruti Suzuki,Consumer Cyclical,India,Asia,Safety,Number of workers having suffered high consequence work related injury / ill-health / fatalities,2,2023,Number
Maruti Suzuki,Consumer Cyclical,India,Asia,Employees,No. of employees/workers that are rehabilitated and placed in suitable employment or whose family members have been placed in suitable employment,Number,0
Nestlé India,Consumer Defensive,India,Asia,Safety,Lost-time injury frequency rate (LTIFR) - Employees,Rate,0.61
Nestlé India,Consumer Defensive,India,Asia,Safety,Lost-time injury frequency rate (LTIFR) - Workers,Rate,0.28
Nestlé India,Consumer Defensive,India,Asia,Safety,Total recordable work-related injuries - Employees,Number,14
Nestlé India,Consumer Defensive,India,Asia,Safety,Total recordable work-related injuries - Workers,Number,9
Nestlé India,Consumer Defensive,India,Asia,Safety,Number fatalities - Employees,Number,0
Nestlé India,Consumer Defensive,India,Asia,Safety,Number of fatalities - Workers,Number,0
Nestlé India,Consumer Defensive,India,Asia,Safety,High consequence work-related injury or ill-health (excluding fatalities) - Employees,Number,0
Nestlé India,Consumer Defensive,India,Asia,Safety,High consequence work-related injury or ill-health (excluding fatalities) - Workers,Number,1
Nestlé India,Consumer Defensive,India,Asia,Human rights,Frequency to conduct CARE audit,Years,3
Nestlé India,Consumer Defensive,India,Asia,Labour,Unionised employees - Male,Number,0
Nestlé India,Consumer Defensive,India,Asia,Labour,Unionised employees - Female,Number,0
Nestlé India,Consumer Defensive,India,Asia,Employees,Unionised workers - Male,Number,4319
Nestlé India,Consumer Defensive,India,Asia,Employees,Unionised workers - Female,Number,70
NTPC,Utilities,India,Asia,Employees,Number of Preventive Vigilance Workshops,Number,177
NTPC,Utilities,India,Asia,Employees,Employees across different projects and locations attending Preventive Vigilance Workshops,Number,8130
NTPC,Utilities,India,Asia,Safety,Employees who have downloaded 'Suraksha' app for reporting work-related injuries and incidents,Number,12000
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- <30 Male,Number,0
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- <30 Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- 30 - 50 Male,Number,0
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- 30 - 50 Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- >50 Male,Number,5
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- >50 Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- Total Male,Number,5
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- Total Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- Specially Abled Employees Male,Number,0
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- Specially Abled Employees Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- Reserved category Employees Male,Number,0
NTPC,Utilities,India,Asia,Employment equity,Board of Directors and KMP- Reserved category Employees Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- <30 Male,Number,0
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- <30 Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- 30 - 50 Male,Number,1
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- 30 - 50 Female,Number,1
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- >50 Male,Number,54
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- >50 Female,Number,2
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- Total Male,Number,55
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- Total Female,Number,3
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- Specially Abled Employees Male,Number,0
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- Specially Abled Employees Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- Reserved category Employees Male,Number,5
NTPC,Utilities,India,Asia,Employment equity,Top/Senior management- Reserved category Employees Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Middle management- <30 Male,Number,0
NTPC,Utilities,India,Asia,Employment equity,Middle management- <30 Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Middle management- 30 - 50 Male,Number,2129
NTPC,Utilities,India,Asia,Employment equity,Middle management- 30 - 50 Female,Number,106
NTPC,Utilities,India,Asia,Employment equity,Middle management- >50 Male,Number,2024
NTPC,Utilities,India,Asia,Employment equity,Middle management- >50 Female,Number,99
NTPC,Utilities,India,Asia,Employment equity,Middle management- Total Male,Number,4153
NTPC,Utilities,India,Asia,Employment equity,Middle management- Total Female,Number,205
NTPC,Utilities,India,Asia,Employment equity,Middle management- Specially Abled Employees Male,Number,34
NTPC,Utilities,India,Asia,Employment equity,Middle management- Specially Abled Employees Female,Number,1
NTPC,Utilities,India,Asia,Employment equity,Middle management- Reserved category Employees Male,Number,1420
NTPC,Utilities,India,Asia,Employment equity,Middle management- Reserved category Employees Female,Number,67
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- <30 Male,Number,772
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- <30 Female,Number,91
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- 30 - 50 Male,Number,5076
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- 30 - 50 Female,Number,520
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- >50 Male,Number,2013
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- >50 Female,Number,104
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- Total Male,Number,7861
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- Total Female,Number,715
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- Specially Abled Employees Male,Number,171
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- Specially Abled Employees Female,Number,16
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- Reserved category Employees Male,Number,3850
NTPC,Utilities,India,Asia,Employment equity,Lower/Junior management- Reserved category Employees Female,Number,324
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- <30 Male,Number,673
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- <30 Female,Number,55
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- 30 - 50 Male,Number,2265
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- 30 - 50 Female,Number,240
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- >50 Male,Number,3 611
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- >50 Female,Number,411
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- Total Male,Number,6549
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- Total Female,Number,706
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- Specially Abled Employees Male,Number,296
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- Specially Abled Employees Female,Number,48
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- Reserved category Employees Male,Number,3392
NTPC,Utilities,India,Asia,Employment equity,Permanent workers: Workmen- Reserved category Employees Female,Number,368
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- <30 Male,Number,1445
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- <30 Female,Number,146
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- 30 - 50 Male,Number,9471
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- 30 - 50 Female,Number,867
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- >50 Male,Number,7707
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- >50 Female,Number,616
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- Total Male,Number,18623
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- Total Female,Number,1629
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- Specially Abled Employees Male,Number,501
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- Specially Abled Employees Female,Number,65
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- Reserved category Employees Male,Number,8667
NTPC,Utilities,India,Asia,Employment equity,Total number of employees- Reserved category Employees Female,Number,759
NTPC,Utilities,India,Asia,Employment equity,Trainees- <30 Male,Number,911
NTPC,Utilities,India,Asia,Employment equity,Trainees- <30 Female,Number,75
NTPC,Utilities,India,Asia,Employment equity,Trainees- 30 - 50 Male,Number,97
NTPC,Utilities,India,Asia,Employment equity,Trainees- 30 - 50 Female,Number,5
NTPC,Utilities,India,Asia,Employment equity,Trainees- >50 Male,Number,0
NTPC,Utilities,India,Asia,Employment equity,Trainees- >50 Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Trainees- Total Male,Number,1008
NTPC,Utilities,India,Asia,Employment equity,Trainees- Total Female,Number,80
NTPC,Utilities,India,Asia,Employment equity,Trainees- Specially Abled Employees Male,Number,8
NTPC,Utilities,India,Asia,Employment equity,Trainees- Specially Abled Employees Female,Number,0
NTPC,Utilities,India,Asia,Employment equity,Trainees- Reserved category Employees Male,Number,636
NTPC,Utilities,India,Asia,Employment equity,Trainees- Reserved category Employees Female,Number,50
NTPC,Utilities,India,Asia,Employment equity,Other than permanent employee:Employees- <30 Male,Number,154
NTPC,Utilities,India,Asia,Employment equity,Other than permanent employee:Employees- <30 Female,Number,51
NTPC,Utilities,India,Asia,Employment equity,Other than permanent employee:Employees- 30 - 50 Male,Number,175
NTPC,Utilities,India,Asia,Employment equity,Other than permanent employee:Employees- 30 - 50 Female,Number,12
NTPC,Utilities,India,Asia,Employment equity,Other than permanent employee:Employees- >50 Male,Number,13
