Nestlé India,Consumer Defensive,India,Asia,Board composition,Board of directors,Number,8
Nestlé India,Consumer Defensive,India,Asia,Board composition,Executive Chairman,Number,1
Nestlé India,Consumer Defensive,India,Asia,Board composition,Independent non-executive directors,Number,5
Nestlé India,Consumer Defensive,India,Asia,Board composition,Independent non-executive directors-Female,Number,3
Nestlé India,Consumer Defensive,India,Asia,Board composition,Executive directors,Number,2
Nestlé India,Consumer Defensive,India,Asia,Board meeting,Board meetings,Number,7
NTPC,Utilities,India,Asia,Board meeting,Meetings of the Audit Committee,Number,13
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints filed during the year: Communities,Number,119
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Communities,Number,31
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints filed during the year: Shareholders,Number,0
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Shareholders,Number,0
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints filed during the year: Employees and workers,Number,21
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Employees and workers,Number,8
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints filed during the year: Customers,Number,45
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Customers,Number,4
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints filed during the year: Value Chain Partners,Number,13
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Value Chain Partners,Number,5
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints filed during the year: Other (ex-employee),Number,25
Oil and Natural Gas Corporation,Energy,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Other (ex-employee),Number,14
Power Grid,Utilities,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Male,INR,8445946
Power Grid,Utilities,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Female,INR,10246737
Power Grid,Utilities,India,Asia,Executive remuneration,Median remuneration/salary/wages of Key Managerial Personnel-Male,INR,8 378926
Power Grid,Utilities,India,Asia,Executive remuneration,Median remuneration/salary/wages of Key Managerial Personnel-Female,INR,10246737
Power Grid,Utilities,India,Asia,Executive remuneration,Median remuneration/salary/wages of Employees other than BoD and KMP-Male,INR,2186632
Power Grid,Utilities,India,Asia,Executive remuneration,Median remuneration/salary/wages of Employees other than BoD and KMP-Female,INR,2128041
Power Grid,Utilities,India,Asia,Executive remuneration,Median remuneration/salary/wages of Workers-Male,INR,1260168
Power Grid,Utilities,India,Asia,Executive remuneration,Median remuneration/salary/wages of Workers-Female,INR,1388915
Reliance Industries,Energy,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Male,INR,135020170
Reliance Industries,Energy,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Female,INR,0
Reliance Industries,Energy,India,Asia,Executive remuneration,Median remuneration/salary/wages of Key Managerial Personnel (KMP)-Male,INR,150856828
Reliance Industries,Energy,India,Asia,Executive remuneration,Median remuneration/salary/wages of Key Managerial Personnel (KMP)-Female,INR,27999704
Reliance Industries,Energy,India,Asia,Executive remuneration,Median remuneration/salary/wages of Employees other than BoD and KMP-Male,INR,884359
Reliance Industries,Energy,India,Asia,Executive remuneration,Median remuneration/salary/wages of Employees other than BoD and KMP-Female,INR,867024
Reliance Industries,Energy,India,Asia,Executive remuneration,Median remuneration/salary/wages of Workers-Male,INR,1053738
Reliance Industries,Energy,India,Asia,Executive remuneration,Median remuneration/salary/wages of Workers-Female,INR,1129792
SBI Life Insurance Company,Financial Services,India,Asia,Board composition,Independent directors,%,60
SBI Life Insurance Company,Financial Services,India,Asia,Board diversity,Board members between 51-60 years,Number,4
SBI Life Insurance Company,Financial Services,India,Asia,Board diversity,Board members between 61-70 years,Number,4
SBI Life Insurance Company,Financial Services,India,Asia,Board composition,Independent Director-Female,Number,1
SBI Life Insurance Company,Financial Services,India,Asia,Board tenure,Length of service as Directors: <4,Years,6
SBI Life Insurance Company,Financial Services,India,Asia,Board tenure,Length of service as Directors: 4 to 6,Years,2
SBI Life Insurance Company,Financial Services,India,Asia,Code of conduct,Critical concerns regarding conflict of interest,Number,0
Shriram Finance,Financial Services,India,Asia,Ethical behavior,Cases of conflict of interest,Number,0
Shriram Finance,Financial Services,India,Asia,Ethical behavior,Cases of corruption,Number,0
Shriram Finance,Financial Services,India,Asia,Ethical behavior,Cases of non-compliance with laws and regulations,Number,0
Shriram Finance,Financial Services,India,Asia,Board diversity,Board members under 30 years,%,0
Shriram Finance,Financial Services,India,Asia,Board diversity,Board members between 30-50 years,%,0
Shriram Finance,Financial Services,India,Asia,Board diversity,Board mebers over 50 years,%,100
State Bank of India,Financial Services,India,Asia,Ethical behavior,No. of employees against whom disciplinary action was taken by any law enforcement agency for charges of bribery/ corruption: Directors,Number,0
State Bank of India,Financial Services,India,Asia,Ethical behavior,No. of employees against whom disciplinary action was taken by any law enforcement agency for charges of bribery/ corruption: KMPs,Number,0
State Bank of India,Financial Services,India,Asia,Ethical behavior,No. of employees against whom disciplinary action was taken by any law enforcement agency for charges of bribery/ corruption: Employees,Number,30
State Bank of India,Financial Services,India,Asia,Code of conduct,Complaints on conflict of interest for the Bank's Directors and KMPs,Number,0
State Bank of India,Financial Services,India,Asia,Board composition,Board members over 50 years,%,100
Sun Pharma,Healthcare,India,Asia,Board tenure,Average tenure of Board of Directors,Years,10.22
Tata Consultancy Services,Technology,India,Asia,Board meeting,Board meetings,Number,6
Tata Consultancy Services,Technology,India,Asia,Board composition,Non-executive directors,Number,7
Tata Consultancy Services,Technology,India,Asia,Board composition,Independent directors,Number,5
Tata Consumer Products,Consumer Defensive,India,Asia,Anti-corruption,Number of Directors against whom disciplinary action was taken by any law enforcement agency for the charges of bribery/ corruption,Number,0
Tata Consumer Products,Consumer Defensive,India,Asia,Anti-corruption,Number of KMPs against whom disciplinary action was taken by any law enforcement agency for the charges of bribery/ corruption,Number,0
Tata Consumer Products,Consumer Defensive,India,Asia,Anti-corruption,Number of Employees against whom disciplinary action was taken by any law enforcement agency for the charges of bribery/ corruption,Number,0
Tata Consumer Products,Consumer Defensive,India,Asia,Anti-corruption,Number of Workers against whom disciplinary action was taken by any law enforcement agency for the charges of bribery/ corruption,Number,0
Tata Motors,Consumer Cyclical,India,Asia,Governance,Whistle-blower cases: Received,Number,142
Tata Motors,Consumer Cyclical,India,Asia,Governance,Whistle-blower cases: Closed,Number,182
Tata Motors,Consumer Cyclical,India,Asia,Governance,Incidents of IT security breaches,Number,0
Tata Motors,Consumer Cyclical,India,Asia,Governance,Breaches on customer privacy,Number,0
Tata Motors,Consumer Cyclical,India,Asia,Board meeting,Board meeting attendance,%,93
Tata Motors,Consumer Cyclical,India,Asia,Board composition,Number of board members,Number,9
Tata Motors,Consumer Cyclical,India,Asia,Board meeting,Board meetings,%,6
Tata Motors,Consumer Cyclical,India,Asia,Executive remuneration,Median Remuneration of employees,₹ lakh,10.90
Tata Motors,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Male,INR,105.20
Tata Motors,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Board of Directors (BoD)-Female,INR,109.40
Tata Motors,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Key Managerial Personnel (KMP)-Male,INR,724.70
Tata Motors,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Key Managerial Personnel (KMP)-Female,INR,0
Tata Motors,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Employees other than BoD and KMP-Male,INR,15.16
Tata Motors,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Employees other than BoD and KMP-Female,INR,12.07
Tata Motors,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Workers-Male,INR,9.17
Tata Motors,Consumer Cyclical,India,Asia,Executive remuneration,Median remuneration/salary/wages of Workers-Female,INR,7.38
Tech Mahindra,Technology,India,Asia,Human rights,Contractual Employees (Other than permanent employees) trained on human rights-Total,Number,10 494
Tech Mahindra,Technology,India,Asia,Human rights,Contractual Employees (Other than permanent employees) trained on human rights-Employees trained,Number,8036
Tech Mahindra,Technology,India,Asia,Human rights,Contractual Employees (Other than permanent employees) trained on human rights-% of Employees trained,%,76.56
Tech Mahindra,Technology,India,Asia,Incentives,Long term incentives given to associates who have been with the company in years,Years,5
Titan Company,Basic Materials,India,Asia,Board composition,Composition of the Board of Directors:Nominee Directors of TIDCO,Number,3
Titan Company,Basic Materials,India,Asia,Board composition,Composition of the Board of Directors:Nominee Directors of Tata Group,Number,3
Titan Company,Basic Materials,India,Asia,Board composition,Composition of the Board of Directors:Other Directors,Number,6
Titan Company,Basic Materials,India,Asia,Board composition,Composition of the Board of Directors,Number,12
Titan Company,Basic Materials,India,Asia,Compliance,Number of complaints filed during the year: Communities,Number,0
Titan Company,Basic Materials,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Communities,Number,0
Titan Company,Basic Materials,India,Asia,Compliance,Number of complaints filed during the year: Investors (other than shareholder),Number,0
Titan Company,Basic Materials,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Investor (other than shareholder),Number,0
Titan Company,Basic Materials,India,Asia,Compliance,Number of complaints filed during the year: Shareholders,Number,61
Titan Company,Basic Materials,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Shareholders,Number,1
Titan Company,Basic Materials,India,Asia,Compliance,"Number of complaints filed during the year: Employees, Value Chain Partners and others",Number,5
Titan Company,Basic Materials,India,Asia,Compliance,"Number of complaints pending resolution at close of the year: Employees, Value Chain Partners and others",Number,1
Titan Company,Basic Materials,India,Asia,Compliance,Number of complaints filed during the year: Customers,Number,71919
Titan Company,Basic Materials,India,Asia,Compliance,Number of complaints pending resolution at close of the year: Customers,Number,1153
Wipro,Technology,India,Asia,Board composition,Executive directors,Number,2
Wipro,Technology,India,Asia,Board composition,Non-executive independent Directors,Number,6
Wipro,Technology,India,Asia,Board composition,Non-executive non-independent Directors,Number,1
Wipro,Technology,India,Asia,Ombudsman resolution,No. of complaints pending at the beginning of the financial year,Number,82
Wipro,Technology,India,Asia,Ombudsman resolution,No. of complaints filed during the financial year,Number,1199
Wipro,Technology,India,Asia,Ombudsman resolution,No. of complaints disposed of during the financial year,Number,1197
Wipro,Technology,India,Asia,Ombudsman resolution,No. of complaints pending at the end of the financial year,Number,84
ABInBev,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,15
ABInBev,Consumer Defensive,South Africa,Africa,Board composition,Female board members,Number,5
AECI,Basic Materials,South Africa,Africa,Board composition,Female board members,%,28
AECI,Basic Materials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,3
AECI,Basic Materials,South Africa,Africa,Tax transparency,Total tax contribution,Rbn,3.4
AECI,Basic Materials,South Africa,Africa,Board diversity,Gender diversity - Female,%,50
AECI,Basic Materials,South Africa,Africa,Board diversity,Gender diversity - Male,%,50
AECI,Basic Materials,South Africa,Africa,Demographics,Racial demographic - Black,%,40
AECI,Basic Materials,South Africa,Africa,Demographics,Racial demographic - White,%,60
AECI,Basic Materials,South Africa,Africa,Demographics,Nationality - South African,Number,5
AECI,Basic Materials,South Africa,Africa,Demographics,Nationality - Non-South African,Number,5
AECI,Basic Materials,South Africa,Africa,Board composition,Executive directors,Number,2
AECI,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,Number,8
AECI,Basic Materials,South Africa,Africa,Board meeting,Board meeting attendance,%,99
AECI,Basic Materials,South Africa,Africa,Board tenure,0 - 2 years,Number,4
AECI,Basic Materials,South Africa,Africa,Board tenure,3 - 5 years,Number,4
AECI,Basic Materials,South Africa,Africa,Board tenure,6 - 7 years,Number,2
African Dawn Capital Limited,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,4
African Media Entertainment,Communication Services,South Africa,Africa,Board composition,Independent non-executive directors,Number,6
African Media Entertainment,Communication Services,South Africa,Africa,Board composition,Non-executive directors,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Board composition,Executive directors,Number,2
African Media Entertainment,Communication Services,South Africa,Africa,Board composition,Independent non-executive chairman,Number,1
African Media Entertainment,Communication Services,South Africa,Africa,Board composition,Number of board members,Number,10
African Media Entertainment,Communication Services,South Africa,Africa,Board diversity,Female members,Number,5
Afrimat,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,12
Afrimat,Basic Materials,South Africa,Africa,Board composition,Non-executive board members,Number,8
Afrimat,Basic Materials,South Africa,Africa,Board composition,Percentage of non-executive board members,%,66.7
Afrimat,Basic Materials,South Africa,Africa,Board composition,Executive board members,Number,4
Afrimat,Basic Materials,South Africa,Africa,Board composition,Independent board members,Number,7
Afrimat,Basic Materials,South Africa,Africa,Board composition,Percentage of independent board members,%,58.4
Afrimat,Basic Materials,South Africa,Africa,Board composition,HDSA board members,Number,4
Afrimat,Basic Materials,South Africa,Africa,Board composition,Percentage of HDSA board members,%,33.3
Afrimat,Basic Materials,South Africa,Africa,Board composition,Female board members,Number,2
Afrimat,Basic Materials,South Africa,Africa,Board composition,Percentage of female board members,%,16.7
Afrimat,Basic Materials,South Africa,Africa,Board tenure,Average length of executive director service,Years,7
Afrimat,Basic Materials,South Africa,Africa,Board tenure,Average length of non-executive director service,Years,8
Afrimat,Basic Materials,South Africa,Africa,Board tenure,Average length of full board service,Years,7.7
Afrimat,Basic Materials,South Africa,Africa,Board tenure,Length of current auditors service,Years,6
Afrimat,Basic Materials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,3
Afrimat,Basic Materials,South Africa,Africa,Demographics,Male,%,83
Afrimat,Basic Materials,South Africa,Africa,Demographics,Female,%,17
Afrox,Basic Materials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Afrox,Basic Materials,South Africa,Africa,Board diversity,Gender - Male,%,75
Afrox,Basic Materials,South Africa,Africa,Board diversity,Gender - Female,%,25
Afrox,Basic Materials,South Africa,Africa,Board tenure,<2 years,%,30
Afrox,Basic Materials,South Africa,Africa,Board tenure,2 - 5 years,%,50
Afrox,Basic Materials,South Africa,Africa,Board tenure,>5 years,%,20
Afrox,Basic Materials,South Africa,Africa,Board composition,Independent non-executive director,%,50
Afrox,Basic Materials,South Africa,Africa,Board composition,Non-executive director,%,25
Afrox,Basic Materials,South Africa,Africa,Board composition,Executive director,%,25
Afrox,Basic Materials,South Africa,Africa,Board composition,HDSAs board members,%,25
Agra,Agriculture,South Africa,Africa,Board composition,Non-executive directors,Number,7
AH-VEST Limited,Consumer Defensive,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board composition,Independent non-executive directors,%,50
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board composition,Non-executive directors,%,33.3
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board composition,Executive directors,%,16.7
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board tenure,4+ years,%,33.3
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board tenure,2 - 4 years,%,16.7
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board tenure,0 - 2 years,%,50
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Black female,%,25
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Black male,%,25
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,White female,%,8.3
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,White male,%,25
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Non-South African male,%,16.7
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Male board members,%,66.7
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Female board members,%,33.3
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Board members between 30 - 49 years,%,16.7
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Board members between 50 - 59 years,%,75
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Board members between 60 - 69 years,%,8.3
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,Board diversity,Average age,Years,53
Alexander Forbes Group Holdings Limited,Financial Services,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Andrada,Basic Materials,South Africa,Africa,Board diversity,Executive committee - Female,%,11
Andrada,Basic Materials,South Africa,Africa,Board diversity,Executive committee - Female,Number,1
Andrada,Basic Materials,South Africa,Africa,Board diversity,Executive committee - Male,%,89
Andrada,Basic Materials,South Africa,Africa,Board diversity,Executive committee - Male,Number,8
Andrada,Basic Materials,South Africa,Africa,Board diversity,Management committee - Female,%,43
Andrada,Basic Materials,South Africa,Africa,Board diversity,Management committee - Female,Number,6
Andrada,Basic Materials,South Africa,Africa,Board diversity,Management committee - Male,%,57
Andrada,Basic Materials,South Africa,Africa,Board diversity,Management committee - Male,Number,8
Andrada,Basic Materials,South Africa,Africa,Board diversity,Number of employees - Female,Number,15
Andrada,Basic Materials,South Africa,Africa,Board diversity,Number of employees - Female,%,37
Andrada,Basic Materials,South Africa,Africa,Board diversity,Number of employees - Male,Number,26
Andrada,Basic Materials,South Africa,Africa,Board diversity,Number of employees - Male,%,63
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Gender - Male,Number,7
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Gender - Male,%,58
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Gender - Female,Number,5
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Gender - Female,%,42
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Executive management - Male,Number,5
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Executive management - Male,%,62
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Executive management - Female,Number,3
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Executive management - Female,%,38
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Employees - Male,Number,11832
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Employees - Male,%,87
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Employees - Female,Number,1520
AngloGold Ashanti,Basic Materials,South Africa,Africa,Board diversity,Employees - Female,%,13
AngloGold Ashanti,Basic Materials,South Africa,Africa,Complaints,Complaints and grievances - Received,Number,109
AngloGold Ashanti,Basic Materials,South Africa,Africa,Complaints,Complaints and grievances - Resolved,Number,100
AngloGold Ashanti,Basic Materials,South Africa,Africa,Compliance,Number of reports received,Number,247
ANIREP,Utilities,South Africa,Africa,Board composition,Independent Executive/Non-executive directors,%,27
ANIREP,Utilities,South Africa,Africa,Board composition,Non-Independent Executive/Non-executive directors,%,73
ANIREP,Utilities,South Africa,Africa,Board composition,Independent directors,%,36
ANIREP,Utilities,South Africa,Africa,Board composition,Non-independent Directors,%,64
ANIREP,Utilities,South Africa,Africa,Board composition,Male board members,Number,8
ANIREP,Utilities,South Africa,Africa,Board diversity,Female board members,Number,3
ANIREP,Utilities,South Africa,Africa,Board diversity,Age distribution - 0 - 40 years,Number,2
ANIREP,Utilities,South Africa,Africa,Board diversity,Age distribution - 41 - 49 years,Number,4
ANIREP,Utilities,South Africa,Africa,Board diversity,Age distribution - 50 - 59 years,Number,2
ANIREP,Utilities,South Africa,Africa,Board diversity,Age distribution - 60+ years,Number,3
ArcelorMittal,Basic Materials,South Africa,Africa,Tax transparency,Taxes paid,Rmillion,1754
ArcelorMittal,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,10
ArcelorMittal,Basic Materials,South Africa,Africa,Board composition,Independent non-executive directors,%,50
ArcelorMittal,Basic Materials,South Africa,Africa,Board composition,Non-executive directors,%,40
ArcelorMittal,Basic Materials,South Africa,Africa,Board composition,Executive directors,%,10
ArcelorMittal,Basic Materials,South Africa,Africa,Board meeting,Board meeting attendance,%,88.4
ArcelorMittal,Basic Materials,South Africa,Africa,Board diversity,Female,%,30
ArcelorMittal,Basic Materials,South Africa,Africa,Board diversity,Male,%,70
ArcelorMittal,Basic Materials,South Africa,Africa,Board diversity,Black,%,50
ArcelorMittal,Basic Materials,South Africa,Africa,Board diversity,White,%,50
ArcelorMittal,Basic Materials,South Africa,Africa,Board tenure,1 - 3 years,Number,4
ArcelorMittal,Basic Materials,South Africa,Africa,Board tenure,4 - 5 years,Number,3
ArcelorMittal,Basic Materials,South Africa,Africa,Board tenure,6 - 12 years,Number,3
ArcelorMittal,Basic Materials,South Africa,Africa,Ethics,Ethics-related incidents,Number,54
ArcelorMittal,Basic Materials,South Africa,Africa,Ethics,Ethics-related incidents - Unsubstantiated,Number,34
ArcelorMittal,Basic Materials,South Africa,Africa,Ethics,Ethics-related incidents - Substantiated,Number,7
ArcelorMittal,Basic Materials,South Africa,Africa,Ethics,Ethics-related incidents - Under investigation,Number,13
Bell,Industrials,South Africa,Africa,Board tenure,Non executive board tenure - 1- 4 years,%,29
Bell,Industrials,South Africa,Africa,Board tenure,Non executive board tenure - 5 - 8 years,%,57
Bell,Industrials,South Africa,Africa,Board tenure,Non executive board tenure - 9+ years,%,14
Bell,Industrials,South Africa,Africa,Board diversity,White,%,60
Bell,Industrials,South Africa,Africa,Board diversity,Black,%,40
Bell,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,%,60
Bell,Industrials,South Africa,Africa,Board composition,Non-executives directors,%,10
Bell,Industrials,South Africa,Africa,Board composition,Executives directors,%,30
BHP,Basic Materials,South Africa,Africa,Board composition,Male board members,Number,6
BHP,Basic Materials,South Africa,Africa,Board composition,Female board members,Number,4
BHP,Basic Materials,South Africa,Africa,Board composition,Male board members,Number,6
BHP,Basic Materials,South Africa,Africa,Ethics,Business conduct concerns,Number,5289
BHP,Basic Materials,South Africa,Africa,Anti-corruption,Employees attending anti-corruption training,Number,6833
BHP,Basic Materials,South Africa,Africa,Board composition,Number of board members,Number,10
BHP,Basic Materials,South Africa,Africa,Board tenure,Board tenure - 0 > 3 years,%,40
BHP,Basic Materials,South Africa,Africa,Board tenure,Board tenure - 3 > 6 years,%,60
BHP,Basic Materials,South Africa,Africa,Board diversity,Region of nationality - Australian,%,60
BHP,Basic Materials,South Africa,Africa,Board diversity,Region of nationality - Europe/UK,%,20
BHP,Basic Materials,South Africa,Africa,Board diversity,Region of nationality - North America,%,20
BHP,Basic Materials,South Africa,Africa,Board diversity,Female board members,%,40
BHP,Basic Materials,South Africa,Africa,Board diversity,Male board members,%,60
Bidvest,Industrials,South Africa,Africa,Ethics,Lost CCMA cases,Number,51
Bidvest,Industrials,South Africa,Africa,Compliance,Percentage of offshore suppliers being compliant as measured by self disclosure,%,88
Bidvest,Industrials,South Africa,Africa,Compliance,Percentage local procurement from compliant suppliers,%,76
Bidvest,Industrials,South Africa,Africa,Ethics,Cases reported via the Ethics Line and the resolution thereof,Number,208
Bidvest,Industrials,South Africa,Africa,Compliance,Number of product recalls,Number,7
Bidvest,Industrials,South Africa,Africa,Compliance,Number of regulatory violations/fines,Number,0
Bidvest,Industrials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,2
Bidvest,Industrials,South Africa,Africa,Board composition,Board independence,%,73
Bidvest,Industrials,South Africa,Africa,Breaches,Number of reported cyber/information breaches,Number,3
Bidvest,Industrials,South Africa,Africa,Board diversity,Female board members,%,64
Bidvest,Industrials,South Africa,Africa,Board composition,Female Exco members,%,58
Bidvest,Industrials,South Africa,Africa,Ethics,Internal control enhancements implemented,%,88
Bidvest,Industrials,South Africa,Africa,Ethics,Disciplinary actions,Number,9
Bidvest,Industrials,South Africa,Africa,Ethics,Employees dismissed,Number,2
Bidvest,Industrials,South Africa,Africa,Ethics,Civil case opened,Number,1
Brikor,Basic Materials,South Africa,Africa,Board diversity,Directors/Non-Executive Directors - Female,Number,3
Brikor,Basic Materials,South Africa,Africa,Board diversity,Directors/Non-Executive Directors - Female,%,3.4
Brikor,Basic Materials,South Africa,Africa,B-BBEE level,B-BBEE level,Level,5
Brikor,Basic Materials,South Africa,Africa,Board diversity,Race - Black,%,33.3
Brikor,Basic Materials,South Africa,Africa,Board diversity,Race - Black,Number,2
Brikor,Basic Materials,South Africa,Africa,Board diversity,Race - White,%,66.7
Brikor,Basic Materials,South Africa,Africa,Board diversity,Race - White,Number,4
Brikor,Basic Materials,South Africa,Africa,Board diversity,Gender - Female,%,50
Brikor,Basic Materials,South Africa,Africa,Board diversity,Gender - Female,Number,3
Brikor,Basic Materials,South Africa,Africa,Board diversity,Gender - Male,%,50
Brikor,Basic Materials,South Africa,Africa,Board diversity,Gender - Male,Number,3
Brikor,Basic Materials,South Africa,Africa,Board diversity,Age - Between 30 and 50,%,33.3
Brikor,Basic Materials,South Africa,Africa,Board diversity,Age - Between 30 and 50,Number,2
Brikor,Basic Materials,South Africa,Africa,Board diversity,Age - Between 50 and 60,%,16.7
Brikor,Basic Materials,South Africa,Africa,Board diversity,Age - Between 50 and 60,Number,1
Brikor,Basic Materials,South Africa,Africa,Board diversity,Age - Between 60 and 75,%,50
Brikor,Basic Materials,South Africa,Africa,Board diversity,Age - Between 60 and 75,Number,3
Brimstone,Consumer Defensive,South Africa,Africa,B-BBEE level,B-BBEE level,Level,1
Brimstone,Consumer Defensive,South Africa,Africa,Tax transparency,Total tax contribution,Rmillion,38
Brimstone,Consumer Defensive,South Africa,Africa,Board composition,Number of board members,Number,12
Brimstone,Consumer Defensive,South Africa,Africa,Board composition,Executive Directors,Number,5
Brimstone,Consumer Defensive,South Africa,Africa,Board composition,Independent non-executive directors,Number,7
Brimstone,Consumer Defensive,South Africa,Africa,Demographics,African/Coloured/Indian - Male,Number,9
Brimstone,Consumer Defensive,South Africa,Africa,Demographics,African/Coloured/Indian - Female,Number,2
Brimstone,Consumer Defensive,South Africa,Africa,Demographics,White - Male,Number,1
Brimstone,Consumer Defensive,South Africa,Africa,Board diversity,Male board members,Number,10
Brimstone,Consumer Defensive,South Africa,Africa,Board diversity,Female bord members,Number,12
CA&S Group,Industrials,South Africa,Africa,Board composition,Number of board members,Number,10
CA&S Group,Industrials,South Africa,Africa,Board composition,Independent non-executive directors,Number,8
CA&S Group,Industrials,South Africa,Africa,Board composition,Executive directors,Number,2
CA&S Group,Industrials,South Africa,Africa,Board tenure,0 - 3 years,Number,1
CA&S Group,Industrials,South Africa,Africa,Board tenure,4 - 6 years,Number,6
CA&S Group,Industrials,South Africa,Africa,Board tenure,7+ years,Number,3
CA&S Group,Industrials,South Africa,Africa,Board diversity,Black,Number,1
CA&S Group,Industrials,South Africa,Africa,Board diversity,Coloured,Number,1
CA&S Group,Industrials,South Africa,Africa,Board diversity,Indian,Number,3
CA&S Group,Industrials,South Africa,Africa,Board diversity,White,Number,5
CA&S Group,Industrials,South Africa,Africa,Board diversity,Age 30 - 45,Number,2
CA&S Group,Industrials,South Africa,Africa,Board diversity,Age 46 - 55,Number,4
CA&S Group,Industrials,South Africa,Africa,Board diversity,Age 56 - 65,Number,2
CA&S Group,Industrials,South Africa,Africa,Board diversity,Age 66+,Number,2
CA&S Group,Industrials,South Africa,Africa,Board diversity,Gender - Female,Number,2
CA&S Group,Industrials,South Africa,Africa,Board diversity,Gender - Male,Number,8
CA&S Group,Industrials,South Africa,Africa,Board diversity,"Black, Coloured and Indian",%,50
